,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR),GPU clock time native (IQR)
444,4 square 0,"(3341, 3341)",0,22324562,111.62281,136.31488,0.0007450684200739488(0.0),0.0006548518800991587(0.0)
445,4 square 1,"(3341, 3341)",0,22324562,111.62281,136.31488,0.0011397961700276937(0.0),0.0010439559000951703(0.0)
446,4 square 0,"(3406, 3406)",0,23201672,116.00836,142.606336,0.0007724480499746277(0.0),0.0006732862099306658(0.0)
447,4 square 1,"(3406, 3406)",0,23201672,116.00836,142.606336,0.001191024150029989(0.0),0.0010885937199054752(0.0)
448,4 square 0,"(3470, 3470)",0,24081800,120.409,144.703488,0.0007894408599531744(0.0),0.0006962085100531112(0.0)
449,4 square 1,"(3470, 3470)",0,24081800,120.409,144.703488,0.001236196289974032(0.0),0.0011375111500092317(0.0)
450,4 square 0,"(3533, 3533)",0,24964178,124.82089,148.897792,0.0008077388200035784(0.0),0.0007137056700594257(0.0)
451,4 square 1,"(3533, 3533)",0,24964178,124.82089,148.897792,0.0012885907800227869(0.0),0.0011942650598939508(0.0)
452,4 square 0,"(3595, 3595)",0,25848050,129.24025,155.189248,0.0008274015699862502(0.0),0.0007323602100950666(0.0)
453,4 square 1,"(3595, 3595)",0,25848050,129.24025,155.189248,0.0013435034100257326(0.0),0.0012448853999376297(0.0)
454,4 square 0,"(3655, 3655)",0,26718050,133.59025,157.2864,0.0008524617200600915(0.0),0.000756843370036222(0.0)
455,4 square 1,"(3655, 3655)",0,26718050,133.59025,157.2864,0.001391983009962132(0.0),0.0013303567700495478(0.0)
456,4 square 0,"(3715, 3715)",0,27602450,138.01225,163.577856,0.0008738003300095443(0.0),0.0007758442701015156(0.0)
457,4 square 1,"(3715, 3715)",0,27602450,138.01225,163.577856,0.0014373314699332696(0.0),0.0013477172699640505(0.0)
458,4 square 0,"(3773, 3773)",0,28471058,142.35529,167.77216,0.0008951991499634459(0.0),0.0007968372201139573(0.0)
459,4 square 1,"(3773, 3773)",0,28471058,142.35529,167.77216,0.00149317688003066(0.0),0.0013930984100443311(0.0)
460,4 square 0,"(3831, 3831)",0,29353122,146.76561,169.869312,0.0009151802999258507(0.0),0.0008154977799858898(0.0)
461,4 square 1,"(3831, 3831)",0,29353122,146.76561,169.869312,0.0015427287900820375(0.0),0.001473724130046321(0.0)
462,4 square 0,"(3888, 3888)",0,30233088,151.16544,176.160768,0.0009393360400281381(0.0),0.0008372701099142433(0.0)
463,4 square 1,"(3888, 3888)",0,30233088,151.16544,176.160768,0.0015977933300018775(0.0),0.0015219939200324007(0.0)
464,4 square 0,"(3944, 3944)",0,31110272,155.55136,180.355072,0.0009589291500742547(0.0),0.0008565217799332459(0.0)
465,4 square 1,"(3944, 3944)",0,31110272,155.55136,180.355072,0.0016494406999845524(0.0),0.0015690643500420264(0.0)
466,4 square 0,"(4000, 4000)",0,32000000,160.0,186.646528,0.0009808738098945468(0.0),0.0008768800400139298(0.0)
467,4 square 1,"(4000, 4000)",0,32000000,160.0,186.646528,0.0016958524800429586(0.0),0.0016503744699002708(0.0)
468,4 square 0,"(4054, 4054)",0,32869832,164.34916,188.74368,0.0010021078299905638(0.0),0.0008975773499696516(0.0)
469,4 square 1,"(4054, 4054)",0,32869832,164.34916,188.74368,0.001750473379943287(0.0),0.001697578839957714(0.0)
470,4 square 0,"(4108, 4108)",0,33751328,168.75664,195.035136,0.0010202971901162527(0.0),0.0009144836899940855(0.0)
471,4 square 1,"(4108, 4108)",0,33751328,168.75664,195.035136,0.0018048385799920652(0.0),0.0017337813400081358(0.0)
472,4 square 0,"(4161, 4161)",0,34627842,173.13921,199.22944,0.0010475888500513974(0.0),0.0009381283499533311(0.0)
473,4 square 1,"(4161, 4161)",0,34627842,173.13921,199.22944,0.001860002089961199(0.0),0.001832200969947735(0.0)
474,4 square 0,"(4213, 4213)",0,35498738,177.49369,201.326592,0.0010676075700030195(0.0),0.0009575676800159271(0.0)
475,4 square 1,"(4213, 4213)",0,35498738,177.49369,201.326592,0.0019113702399772591(0.0),0.0018684960399696139(0.0)
476,4 square 0,"(4265, 4265)",0,36380450,181.90225,207.618048,0.0010908815400034655(0.0),0.0009840731500298716(0.0)
477,4 square 1,"(4265, 4265)",0,36380450,181.90225,207.618048,0.002168348139966838(0.0),0.001893823690043064(0.0)
478,4 square 0,"(4316, 4316)",0,37255712,186.27856,211.812352,0.0011118270200677217(0.0),0.0009977712300315033(0.0)
479,4 square 1,"(4316, 4316)",0,37255712,186.27856,211.812352,0.0020158965099835767(0.0),0.001949584039975889(0.0)
480,4 square 0,"(4367, 4367)",0,38141378,190.70689,216.006656,0.001133152889960911(0.0),0.001017564319918165(0.0)
481,4 square 1,"(4367, 4367)",0,38141378,190.70689,216.006656,0.002072282150038518(0.0),0.002017727769998601(0.0)
482,4 square 0,"(4417, 4417)",0,39019778,195.09889,220.20096,0.001155951270047808(0.0),0.0010375394600850997(0.0)
483,4 square 1,"(4417, 4417)",0,39019778,195.09889,220.20096,0.0021273960600956343(0.0),0.0020257453199883455(0.0)
484,4 square 0,"(4467, 4467)",0,39908178,199.54089,226.492416,0.0011789855900860857(0.0),0.0010590031099854968(0.0)
485,4 square 1,"(4467, 4467)",0,39908178,199.54089,226.492416,0.0021822079100820703(0.0),0.002078903549991082(0.0)
486,4 square 0,"(4515, 4515)",0,40770450,203.85225,228.589568,0.001199824159994023(0.0),0.0010784246999537572(0.0)
487,4 square 1,"(4515, 4515)",0,40770450,203.85225,228.589568,0.002236666100070579(0.0),0.0021964463099720887(0.0)
488,4 square 0,"(4564, 4564)",0,41660192,208.30096,232.783872,0.0012231860899191815(0.0),0.0010989754300680943(0.0)
489,4 square 1,"(4564, 4564)",0,41660192,208.30096,232.783872,0.002296549530001357(0.0),0.0021679616899928076(0.0)
490,4 square 0,"(4612, 4612)",0,42541088,212.70544,230.68672,0.0012518693800666369(0.0),0.0011250696300703566(0.0)
491,4 square 1,"(4612, 4612)",0,42541088,212.70544,230.68672,0.002348263220046647(0.0),0.0022363204399880486(0.0)
492,4 square 0,"(4659, 4659)",0,43412562,217.06281,232.783872,0.0012660454500291961(0.0),0.001138967379956739(0.0)
493,4 square 1,"(4659, 4659)",0,43412562,217.06281,232.783872,0.0024063185999693816(0.0),0.0023068424699886235(0.0)
494,4 square 0,"(4706, 4706)",0,44292872,221.46436,239.075328,0.0012898956199933309(0.0),0.0011590428100316786(0.0)
495,4 square 1,"(4706, 4706)",0,44292872,221.46436,239.075328,0.0024709734399220905(0.0),0.00235114697003155(0.0)
496,4 square 0,"(4752, 4752)",0,45163008,225.81504,243.269632,0.0013098091399297118(0.0),0.0011778250899806154(0.0)
497,4 square 1,"(4752, 4752)",0,45163008,225.81504,243.269632,0.0025166207899746953(0.0),0.0023713495300034994(0.0)
498,4 square 0,"(4798, 4798)",0,46041608,230.20804,245.366784,0.0013327890499203931(0.0),0.0012002509599551559(0.0)
499,4 square 1,"(4798, 4798)",0,46041608,230.20804,245.366784,0.0025720900700252967(0.0),0.002421554679895053(0.0)
500,4 square 0,"(4844, 4844)",0,46928672,234.64336,251.65824,0.0013548992200230715(0.0),0.0012194678500236477(0.0)
501,4 square 1,"(4844, 4844)",0,46928672,234.64336,251.65824,0.0026333958900067954(0.0),0.002502749679988483(0.0)
502,4 square 0,"(4889, 4889)",0,47804642,239.02321,255.852544,0.001378784040134633(0.0),0.0012391334099811503(0.0)
503,4 square 1,"(4889, 4889)",0,47804642,239.02321,255.852544,0.002688960269879317(0.0),0.0025402418099110947(0.0)
504,4 square 0,"(4934, 4934)",0,48688712,243.44356,260.046848,0.0013998136699956377(0.0),0.001259987800003728(0.0)
505,4 square 1,"(4934, 4934)",0,48688712,243.44356,260.046848,0.002734782430052292(0.0),0.002604915989941219(0.0)
506,4 square 0,"(4978, 4978)",0,49560968,247.80484,264.241152,0.0014215176700963638(0.0),0.0012798783800099045(0.0)
507,4 square 1,"(4978, 4978)",0,49560968,247.80484,264.241152,0.0028044140800193417(0.0),0.0026523292499769013(0.0)
508,4 square 0,"(5022, 5022)",0,50440968,252.20484,272.62976,0.0014449742800206878(0.0),0.0013020868400053587(0.0)
509,4 square 1,"(5022, 5022)",0,50440968,252.20484,272.62976,0.002854052250040695(0.0),0.00271784412994748(0.0)
510,4 square 0,"(5066, 5066)",0,51328712,256.64356,274.726912,0.0014657586500106845(0.0),0.001320489700010512(0.0)
511,4 square 1,"(5066, 5066)",0,51328712,256.64356,274.726912,0.0029108911199728026(0.0),0.0027895796499797145(0.0)
512,4 square 0,"(5109, 5109)",0,52203762,261.01881,278.921216,0.001484473699965747(0.0),0.0013378673300030641(0.0)
513,4 square 1,"(5109, 5109)",0,52203762,261.01881,278.921216,0.0029725458100438116(0.0),0.002823974719940452(0.0)
514,4 square 0,"(5152, 5152)",0,53086208,265.43104,285.212672,0.0015095074000419117(0.0),0.0013611686599324458(0.0)
515,4 square 1,"(5152, 5152)",0,53086208,265.43104,285.212672,0.0030291953300184103(0.0),0.0028800160900573244(0.0)
516,4 square 0,"(5194, 5194)",0,53955272,269.77636,287.309824,0.0015330104999884497(0.0),0.0013824471599946265(0.0)
517,4 square 1,"(5194, 5194)",0,53955272,269.77636,287.309824,0.003082476690033218(0.0),0.0029333857199526393(0.0)
518,4 square 0,"(5236, 5236)",0,54831392,274.15696,293.60128,0.00155488261996652(0.0),0.0014024078600050416(0.0)
519,4 square 1,"(5236, 5236)",0,54831392,274.15696,293.60128,0.0031454997500986793(0.0),0.0030031356899417007(0.0)
520,4 square 0,"(5278, 5278)",0,55714568,278.57284,297.795584,0.001577046180027537(0.0),0.0014237169199623168(0.0)
521,4 square 1,"(5278, 5278)",0,55714568,278.57284,297.795584,0.0031989916000748054(0.0),0.003047047550062416(0.0)
522,4 square 0,"(5320, 5320)",0,56604800,283.024,299.892736,0.0016004952900402713(0.0),0.0014437004699721(0.0)
523,4 square 1,"(5320, 5320)",0,56604800,283.024,299.892736,0.0032576881900604347(0.0),0.003104243999987375(0.0)
524,4 square 0,"(5361, 5361)",0,57480642,287.40321,306.184192,0.0016214673100330402(0.0),0.001463781099882908(0.0)
525,4 square 1,"(5361, 5361)",0,57480642,287.40321,306.184192,0.003321610150014749(0.0),0.003186675920005655(0.0)
526,4 square 0,"(5402, 5402)",0,58363208,291.81604,310.378496,0.0016451421300007496(0.0),0.0014861088899488096(0.0)
527,4 square 1,"(5402, 5402)",0,58363208,291.81604,310.378496,0.003378424179973081(0.0),0.003342357039946364(0.0)
528,4 square 0,"(5442, 5442)",0,59230728,296.15364,316.669952,0.0016670393000822515(0.0),0.0015050279200659134(0.0)
529,4 square 1,"(5442, 5442)",0,59230728,296.15364,316.669952,0.00343270843004575(0.0),0.0034555644099600615(0.0)
530,4 square 0,"(5482, 5482)",0,60104648,300.52324,320.864256,0.001689617950032698(0.0),0.001524739460001001(0.0)
531,4 square 1,"(5482, 5482)",0,60104648,300.52324,320.864256,0.003493761470017489(0.0),0.0034823526100080924(0.0)
532,4 square 0,"(5522, 5522)",0,60984968,304.92484,327.155712,0.0017124853499990423(0.0),0.001546497770032147(0.0)
533,4 square 1,"(5522, 5522)",0,60984968,304.92484,327.155712,0.003549631719943136(0.0),0.0034630546500557103(0.0)
534,4 square 0,"(5562, 5562)",0,61871688,309.35844,331.350016,0.0017351040799985639(0.0),0.001566421810130123(0.0)
535,4 square 1,"(5562, 5562)",0,61871688,309.35844,331.350016,0.0036082679900573565(0.0),0.0034529460499470588(0.0)
536,4 square 0,"(5601, 5601)",0,62742402,313.71201,333.447168,0.0017571770799986552(0.0),0.0015865073500026484(0.0)
537,4 square 1,"(5601, 5601)",0,62742402,313.71201,333.447168,0.003663789769925643(0.0),0.0035184135199233424(0.0)
538,4 square 0,"(5640, 5640)",0,63619200,318.096,339.738624,0.0017758477499592118(0.0),0.0016058732400415466(0.0)
539,4 square 1,"(5640, 5640)",0,63619200,318.096,339.738624,0.003731712989974767(0.0),0.0035817335500905757(0.0)
540,4 square 0,"(5679, 5679)",0,64502082,322.51041,343.932928,0.0018026438700326252(0.0),0.0016281834899564273(0.0)
541,4 square 1,"(5679, 5679)",0,64502082,322.51041,343.932928,0.003782701619929867(0.0),0.0036059231399849525(0.0)
542,4 square 0,"(5718, 5718)",0,65391048,326.95524,348.127232,0.0018243942600383888(0.0),0.0016486436399281957(0.0)
543,4 square 1,"(5718, 5718)",0,65391048,326.95524,348.127232,0.003843701250007143(0.0),0.003678917840006761(0.0)
544,4 square 0,"(5756, 5756)",0,66263072,331.31536,352.321536,0.0018489688899717294(0.0),0.001670555019954918(0.0)
545,4 square 1,"(5756, 5756)",0,66263072,331.31536,352.321536,0.003902793180022854(0.0),0.00374490699992748(0.0)
546,4 square 0,"(5794, 5794)",0,67140872,335.70436,360.710144,0.0018702770299569237(0.0),0.0016896502999588848(0.0)
547,4 square 1,"(5794, 5794)",0,67140872,335.70436,360.710144,0.003961390189942904(0.0),0.00382220352999866(0.0)
548,4 square 0,"(5832, 5832)",0,68024448,340.12224,362.807296,0.0018924353900365532(0.0),0.001710895730066113(0.0)
549,4 square 1,"(5832, 5832)",0,68024448,340.12224,362.807296,0.004020781880099094(0.0),0.0038404916699801106(0.0)
550,4 square 0,"(5869, 5869)",0,68890322,344.45161,367.0016,0.0019131507400015834(0.0),0.001732498249912169(0.0)
551,4 square 1,"(5869, 5869)",0,68890322,344.45161,367.0016,0.0040783544500300195(0.0),0.003915052430093055(0.0)
552,4 square 0,"(5907, 5907)",0,69785298,348.92649,373.293056,0.0019363506601075642(0.0),0.0017524021500139497(0.0)
553,4 square 1,"(5907, 5907)",0,69785298,348.92649,373.293056,0.004137552869942738(0.0),0.003969422949885484(0.0)
554,4 square 0,"(5944, 5944)",0,70662272,353.31136,375.390208,0.002035318230045959(0.0),0.0017732804801198654(0.0)
555,4 square 1,"(5944, 5944)",0,70662272,353.31136,375.390208,0.0041991758899530395(0.0),0.004007785299909301(0.0)
556,4 square 0,"(5981, 5981)",0,71544722,357.72361,381.681664,0.001981093479989795(0.0),0.0017951394799456467(0.0)
557,4 square 1,"(5981, 5981)",0,71544722,357.72361,381.681664,0.0042584121799154676(0.0),0.004075393530074507(0.0)
558,4 square 0,"(6017, 6017)",0,72408578,362.04289,385.875968,0.0020039017699309625(0.0),0.0018142221300513483(0.0)
559,4 square 1,"(6017, 6017)",0,72408578,362.04289,385.875968,0.004307982829923276(0.0),0.004121928940003272(0.0)
560,4 square 0,"(6054, 6054)",0,73301832,366.50916,387.97312,0.0020284743799129502(0.0),0.0018366142199374735(0.0)
561,4 square 1,"(6054, 6054)",0,73301832,366.50916,387.97312,0.0043796172599832065(0.0),0.0041930284599948206(0.0)
562,4 square 0,"(6090, 6090)",0,74176200,370.881,394.264576,0.0020494772600068243(0.0),0.0018575302399403881(0.0)
563,4 square 1,"(6090, 6090)",0,74176200,370.881,394.264576,0.004441111639898736(0.0),0.004263169559999369(0.0)
564,4 square 0,"(6126, 6126)",0,75055752,375.27876,398.45888,0.0020828094299940856(0.0),0.0018732508301036433(0.0)
565,4 square 1,"(6126, 6126)",0,75055752,375.27876,398.45888,0.004495217640069314(0.0),0.004305454239947722(0.0)
566,4 square 0,"(6161, 6161)",0,75915842,379.57921,404.750336,0.002090590930019971(0.0),0.0018946928399964237(0.0)
567,4 square 1,"(6161, 6161)",0,75915842,379.57921,404.750336,0.004555710420099786(0.0),0.004355695140111493(0.0)
568,4 square 0,"(6197, 6197)",0,76805618,384.02809,408.94464,0.0021175540701369754(0.0),0.0019193664599151817(0.0)
569,4 square 1,"(6197, 6197)",0,76805618,384.02809,408.94464,0.0046198916500725315(0.0),0.004438359909981955(0.0)
570,4 square 0,"(6232, 6232)",0,77675648,388.37824,415.236096,0.0021483596600592137(0.0),0.0019405497700790875(0.0)
571,4 square 1,"(6232, 6232)",0,77675648,388.37824,415.236096,0.004679674289945979(0.0),0.004465595259971451(0.0)
572,4 square 0,"(6268, 6268)",0,78575648,392.87824,417.333248,0.0021613487000286115(0.0),0.001962165599979926(0.0)
573,4 square 1,"(6268, 6268)",0,78575648,392.87824,417.333248,0.004739258950139629(0.0),0.0045001364000199825(0.0)
574,4 square 0,"(6302, 6302)",0,79430408,397.15204,421.527552,0.0021857612101302947(0.0),0.001982382290007081(0.0)
575,4 square 1,"(6302, 6302)",0,79430408,397.15204,421.527552,0.004801495429856004(0.0),0.0046116738099954094(0.0)
576,4 square 0,"(6337, 6337)",0,80315138,401.57569,427.819008,0.0022087502399517687(0.0),0.002006701240024995(0.0)
577,4 square 1,"(6337, 6337)",0,80315138,401.57569,427.819008,0.004862655570032075(0.0),0.0047119493399804925(0.0)
578,4 square 0,"(6372, 6372)",0,81204768,406.02384,429.91616,0.002230899480055086(0.0),0.002025627289986005(0.0)
579,4 square 1,"(6372, 6372)",0,81204768,406.02384,429.91616,0.004916982389986515(0.0),0.004737105859967414(0.0)
580,4 square 0,"(6406, 6406)",0,82073672,410.36836,436.207616,0.002254272639984265(0.0),0.0020474431999900843(0.0)
581,4 square 1,"(6406, 6406)",0,82073672,410.36836,436.207616,0.004990686019882559(0.0),0.004841256509971572(0.0)
582,4 square 0,"(6440, 6440)",0,82947200,414.736,440.40192,0.0022779639900545588(0.0),0.002069623900024453(0.0)
583,4 square 1,"(6440, 6440)",0,82947200,414.736,440.40192,0.0050389982800697905(0.0),0.005024546880013077(0.0)
584,4 square 0,"(6474, 6474)",0,83825352,419.12676,442.499072,0.0023018189500726293(0.0),0.0020916088300873526(0.0)
585,4 square 1,"(6474, 6474)",0,83825352,419.12676,442.499072,0.005106532659992808(0.0),0.004961228260071948(0.0)
586,4 square 0,"(6508, 6508)",0,84708128,423.54064,450.88768,0.002324464630073635(0.0),0.0021131735599192324(0.0)
587,4 square 1,"(6508, 6508)",0,84708128,423.54064,450.88768,0.005165862840076443(0.0),0.004981576900026994(0.0)
588,4 square 0,"(6542, 6542)",0,85595528,427.97764,455.081984,0.0023488243500469253(0.0),0.0021372496399271767(0.0)
589,4 square 1,"(6542, 6542)",0,85595528,427.97764,455.081984,0.005231744900083868(0.0),0.005022905459918547(0.0)
590,4 square 0,"(6575, 6575)",0,86461250,432.30625,459.276288,0.0023726795100083107(0.0),0.002157527050003409(0.0)
591,4 square 1,"(6575, 6575)",0,86461250,432.30625,459.276288,0.005289965169940842(0.0),0.005074163489916827(0.0)
592,4 square 0,"(6609, 6609)",0,87357762,436.78881,463.470592,0.0023974455999268684(0.0),0.0021814559599442874(0.0)
593,4 square 1,"(6609, 6609)",0,87357762,436.78881,463.470592,0.005351838560018223(0.0),0.005230687280127313(0.0)
594,4 square 0,"(6642, 6642)",0,88232328,441.16164,469.762048,0.0024178926199965645(0.0),0.0021995855000568553(0.0)
595,4 square 1,"(6642, 6642)",0,88232328,441.16164,469.762048,0.005415690080117202(0.0),0.0053644901599909645(0.0)
596,4 square 0,"(6675, 6675)",0,89111250,445.55625,471.8592,0.002442305739969015(0.0),0.00222231802996248(0.0)
597,4 square 1,"(6675, 6675)",0,89111250,445.55625,471.8592,0.005475640130025567(0.0),0.005549308889894747(0.0)
598,4 square 0,"(6708, 6708)",0,89994528,449.97264,476.053504,0.002470928599941544(0.0),0.0022498392399575096(0.0)
599,4 square 1,"(6708, 6708)",0,89994528,449.97264,476.053504,0.005555011050018948(0.0),0.005470832830033032(0.0)
600,8 square 0,"(1224, 1224)",0,2996352,14.98176,23.068672,0.00032108619008795357(0.0),0.0003167003999988083(0.0)
601,8 square 1,"(1224, 1224)",0,2996352,14.98176,23.068672,0.0001850681299401913(0.0),0.0001296178699703887(0.0)
602,8 square 0,"(1392, 1392)",0,3875328,19.37664,23.068672,0.0003738500700274017(0.0),0.00033330607009702363(0.0)
603,8 square 1,"(1392, 1392)",0,3875328,19.37664,23.068672,0.0002271858000312932(0.0),0.00017671253997832536(0.0)
604,8 square 0,"(1542, 1542)",0,4755528,23.77764,44.040192,0.0003813790901040193(0.0),0.000342077739915112(0.0)
605,8 square 1,"(1542, 1542)",0,4755528,23.77764,44.040192,0.0002632887999061495(0.0),0.00020572826004354284(0.0)
606,8 square 0,"(1678, 1678)",0,5631368,28.15684,46.137344,0.0004246314099873416(0.0),0.0003864490600244608(0.0)
607,8 square 1,"(1678, 1678)",0,5631368,28.15684,46.137344,0.0003224458599288482(0.0),0.0002678525100054685(0.0)
608,8 square 0,"(1804, 1804)",0,6508832,32.54416,50.331648,0.0004505753199919127(0.0),0.0004067036299966276(0.0)
609,8 square 1,"(1804, 1804)",0,6508832,32.54416,50.331648,0.00037426946000778115(0.0),0.0003056325900251977(0.0)
610,8 square 0,"(1922, 1922)",0,7388168,36.94084,54.525952,0.0004832311099744402(0.0),0.0004364134599745739(0.0)
611,8 square 1,"(1922, 1922)",0,7388168,36.94084,54.525952,0.00042657407000660895(0.0),0.00036700033000670374(0.0)
612,8 square 0,"(2033, 2033)",0,8266178,41.33089,56.623104,0.0005125622201012448(0.0),0.0004548884600808378(0.0)
613,8 square 1,"(2033, 2033)",0,8266178,41.33089,56.623104,0.0004874819300312083(0.0),0.00041298349999124184(0.0)
614,8 square 0,"(2139, 2139)",0,9150642,45.75321,60.817408,0.0005409500400128308(0.0),0.0004766574800305534(0.0)
615,8 square 1,"(2139, 2139)",0,9150642,45.75321,60.817408,0.0005396279499109369(0.0),0.00045638739989954045(0.0)
616,8 square 0,"(2239, 2239)",0,10026242,50.13121,65.011712,0.0005683759599924088(0.0),0.0005064843299624045(0.0)
617,8 square 1,"(2239, 2239)",0,10026242,50.13121,65.011712,0.0006098937999922782(0.0),0.00048577199995634144(0.0)
618,8 square 0,"(2335, 2335)",0,10904450,54.52225,58.720256,0.0005922549699607771(0.0),0.0005198259399912786(0.0)
619,8 square 1,"(2335, 2335)",0,10904450,54.52225,58.720256,0.0006521115500072483(0.0),0.000538331090065185(0.0)
620,8 square 0,"(2427, 2427)",0,11780658,58.90329,83.88608,0.0006112708000000567(0.0),0.0005441457800043282(0.0)
621,8 square 1,"(2427, 2427)",0,11780658,58.90329,83.88608,0.0007070741700590588(0.0),0.0005827564299397636(0.0)
622,8 square 0,"(2516, 2516)",0,12660512,63.30256,69.206016,0.0006400844299059827(0.0),0.0005566324699611869(0.0)
623,8 square 1,"(2516, 2516)",0,12660512,63.30256,69.206016,0.0007558372100174893(0.0),0.0006364185998972971(0.0)
624,8 square 0,"(2602, 2602)",0,13540808,67.70404,92.274688,0.0006552991700300481(0.0),0.0005844979200628586(0.0)
625,8 square 1,"(2602, 2602)",0,13540808,67.70404,92.274688,0.0008004223300667945(0.0),0.000707297600019956(0.0)
626,8 square 0,"(2685, 2685)",0,14418450,72.09225,96.468992,0.0006824180000694469(0.0),0.0006110438601172063(0.0)
627,8 square 1,"(2685, 2685)",0,14418450,72.09225,96.468992,0.0008610993600450456(0.0),0.0007605201499245595(0.0)
628,8 square 0,"(2766, 2766)",0,15301512,76.50756,102.760448,0.0006998771800135728(0.0),0.0006265692900342401(0.0)
629,8 square 1,"(2766, 2766)",0,15301512,76.50756,102.760448,0.0009214500700181816(0.0),0.0008260569600679446(0.0)
630,8 square 0,"(2844, 2844)",0,16176672,80.88336,104.8576,0.0007294382400868926(0.0),0.0006527544600248802(0.0)
631,8 square 1,"(2844, 2844)",0,16176672,80.88336,104.8576,0.0009795472399855498(0.0),0.0008674217000952922(0.0)
632,8 square 0,"(2920, 2920)",0,17052800,85.264,111.149056,0.0007472302399401088(0.0),0.0006686273399100173(0.0)
633,8 square 1,"(2920, 2920)",0,17052800,85.264,111.149056,0.0010314321500482038(0.0),0.0008867253801145126(0.0)
634,8 square 0,"(2994, 2994)",0,17928072,89.64036,115.34336,0.0007748272799653933(0.0),0.0006947298599698116(0.0)
635,8 square 1,"(2994, 2994)",0,17928072,89.64036,115.34336,0.0010905642599391286(0.0),0.0009386944500147365(0.0)
636,8 square 0,"(3067, 3067)",0,18812978,94.06489,117.440512,0.0007924913399619982(0.0),0.0007095023599686101(0.0)
637,8 square 1,"(3067, 3067)",0,18812978,94.06489,117.440512,0.0011378373600018676(0.0),0.0009740804000466596(0.0)
638,8 square 0,"(3138, 3138)",0,19694088,98.47044,123.731968,0.0008166742300090846(0.0),0.0007326113199815154(0.0)
639,8 square 1,"(3138, 3138)",0,19694088,98.47044,123.731968,0.0011925220700504725(0.0),0.0010543637599039358(0.0)
640,8 square 0,"(3207, 3207)",0,20569698,102.84849,127.926272,0.000835643659956986(0.0),0.0007505980999849271(0.0)
641,8 square 1,"(3207, 3207)",0,20569698,102.84849,127.926272,0.0012508375399920624(0.0),0.00109118603009847(0.0)
642,8 square 0,"(3275, 3275)",0,21451250,107.25625,132.120576,0.0008566032600356265(0.0),0.0007697872500284575(0.0)
643,8 square 1,"(3275, 3275)",0,21451250,107.25625,132.120576,0.0013191451800230426(0.0),0.0011825242798659018(0.0)
644,8 square 0,"(3341, 3341)",0,22324562,111.62281,136.31488,0.0008831823800574057(0.0),0.0007932762301061302(0.0)
645,8 square 1,"(3341, 3341)",0,22324562,111.62281,136.31488,0.0013856330899579916(0.0),0.0012109104100090917(0.0)
646,8 square 0,"(3406, 3406)",0,23201672,116.00836,142.606336,0.0009003813599701971(0.0),0.0008111948799341917(0.0)
647,8 square 1,"(3406, 3406)",0,23201672,116.00836,142.606336,0.0014365390600869431(0.0),0.0012497660100052599(0.0)
648,8 square 0,"(3470, 3470)",0,24081800,120.409,144.703488,0.0009232015699672047(0.0),0.0008318446899647825(0.0)
649,8 square 1,"(3470, 3470)",0,24081800,120.409,144.703488,0.0014887765400635545(0.0),0.0013072536099934951(0.0)
650,8 square 0,"(3533, 3533)",0,24964178,124.82089,148.897792,0.0009463272700668313(0.0),0.0008523142599733547(0.0)
651,8 square 1,"(3533, 3533)",0,24964178,124.82089,148.897792,0.0015528079100477043(0.0),0.001382683720003115(0.0)
652,8 square 0,"(3595, 3595)",0,25848050,129.24025,155.189248,0.0009604081600264181(0.0),0.0008649718700326047(0.0)
653,8 square 1,"(3595, 3595)",0,25848050,129.24025,155.189248,0.001615142959926743(0.0),0.0014338629000121728(0.0)
654,8 square 0,"(3655, 3655)",0,26718050,133.59025,157.2864,0.0009899399599817115(0.0),0.0008938482200028375(0.0)
655,8 square 1,"(3655, 3655)",0,26718050,133.59025,157.2864,0.0016814221799722872(0.0),0.0015122161300678272(0.0)
656,8 square 0,"(3715, 3715)",0,27602450,138.01225,163.577856,0.0010101996299636084(0.0),0.0009124234200862702(0.0)
657,8 square 1,"(3715, 3715)",0,27602450,138.01225,163.577856,0.0017381046600348782(0.0),0.0015297580500191544(0.0)
658,8 square 0,"(3773, 3773)",0,28471058,142.35529,167.77216,0.0010336515300150494(0.0),0.0009360968400142156(0.0)
659,8 square 1,"(3773, 3773)",0,28471058,142.35529,167.77216,0.0018017214399878867(0.0),0.0015733835799619554(0.0)
660,8 square 0,"(3831, 3831)",0,29353122,146.76561,169.869312,0.0010493944700283465(0.0),0.0009487413198803552(0.0)
661,8 square 1,"(3831, 3831)",0,29353122,146.76561,169.869312,0.001857431779935723(0.0),0.001667919869942125(0.0)
662,8 square 0,"(3888, 3888)",0,30233088,151.16544,176.160768,0.0010770392999984325(0.0),0.0009750872899894603(0.0)
663,8 square 1,"(3888, 3888)",0,30233088,151.16544,176.160768,0.0019193627699860371(0.0),0.0017477546900045127(0.0)
664,8 square 0,"(3944, 3944)",0,31110272,155.55136,180.355072,0.0010950293800851797(0.0),0.0009919203000026756(0.0)
665,8 square 1,"(3944, 3944)",0,31110272,155.55136,180.355072,0.0019876040899544025(0.0),0.0018059958099911455(0.0)
666,8 square 0,"(4000, 4000)",0,32000000,160.0,186.646528,0.001118541399919195(0.0),0.0010131035099038854(0.0)
